ISO-3,Code,PDB&DFI Name,Name in Original Language,Acronym,Establishment Year,Official Mandate,Country,Region,Levels of Ownership,Size Category,Fiancial Year,Total Assets(Million USD),Total Equity(Million USD),Total Liabilities(Million USD)
SLV,SV19942,Development Bank of El Salvador,Banco de Desarrollo de El Salvador,BANDESAL,1994,FLEX,El Salvador,LAC,NATIONAL,Small,2020,548,262,286
SLV,SV19731,Agricultural Development Bank,Banco de Fomento Agropecuario,BFA,1973,AGRI,El Salvador,LAC,NATIONAL,Small,2020,428,TBR,TBR
SLV,SV20021,National Fund for Popular Housing,Fondo Nacional de Vivienda Popular,FONAVIPO,2002,HOUS,El Salvador,LAC,NATIONAL,Micro,2020,64,TBR,TBR
ARG,AR19911,Investment and Foreign Trade Bank,Banco de Inversión y Comercio Exterior,BICE,1991,FLEX,Argentina,LAC,NATIONAL,Small,2020,"1,210",244,966
ARG,AR19941,Buenos Aires Guarantee Fund,Fondo de Garantías de Buenos Aires,FOGABA,1994,MSME,Argentina,LAC,SUBNATIONAL,Micro,2020,NI,TBR,TBR
MEX,MX19721,Infonavit Mexico,Instituto del Fondo Nacional de la Vivienda para los Trabajadores,INFONAVIT,1972,HOUS,Mexico,LAC,NATIONAL,Large,2020,"86,808","13,363","73,445"
MEX,MX19331,National Bank of Public Works and Services,Banco Nacional de Obras y Servicios Públicos,BANOBRAS,1933,LOCAL,Mexico,LAC,NATIONAL,Small,2020,"48,460","3,419","45,041"
MEX,MX19341,Nacional Financiera,Nacional Financiera,NAFIN,1934,MSME,Mexico,LAC,NATIONAL,Medium,2020,"30,414","2,116","28,297"
MEX,MX19371,National Foreign Trade Bank,Banco Nacional de Comercio Exterior,BANCOMEXT,1937,EXIM,Mexico,LAC,NATIONAL,Small,2020,"23,649","1,720","21,928"
MEX,MX19541,FIRA Mexico,Fideicomisos Instituidos en Relación con la Agricultura,FIRA,1954,AGRI,Mexico,LAC,NATIONAL,Micro,2020,"10,879","4,878","6,001"
MEX,MX20011,Federal Mortgage Society,Sociedad Hipotecaria Federal,SHF,2001,HOUS,Mexico,LAC,NATIONAL,Micro,2020,"7,263","1,133","6,130"
MEX,MX20022,Bank of Wellbeing,Banco del Bienestar,BANSEFI,2002,MSME,Mexico,LAC,NATIONAL,Small,2020,"3,694",624,"3,071"
MEX,MX20021,"National Financial for Agricultural, Rural, Forestry and Fisheries Development","Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero",FND,2002,AGRI,Mexico,LAC,NATIONAL,Micro,2020,"2,708","1,578","1,130"
MEX,MX19941,Capitalization and Development Fund for the Rural Sector ,Fondo de Capitalización e Inversión del Sector Rural,FOCIR,1994,AGRI,Mexico,LAC,NATIONAL,Micro,2020,223,217,6
COL,CO19901,Fund for the Financing of the Agricultural Sector,Fondo para el Financiamiento del Sector Agropecuario,FINAGRO,1990,AGRI,Colombia,LAC,NATIONAL,Micro,2020,"3,670",316,"3,354"
COL,CO19891,Territorial Development Finance of Columbia,Financiera de Desarrollo Territorial,FINDETER,1989,LOCAL,Colombia,LAC,NATIONAL,Micro,2020,"3,442",358,"3,084"
COL,CO19911,Colombian Bank of Foreign Trade,Banco Colombiano de Commercio Exterior,BANCOLDEX,1991,MSME,Colombia,LAC,NATIONAL,Small,2020,"3,072",506,"2,567"
COL,CO20111,National Development Finance,Financiera del Desarrollo National,FDN,2011,INFRA,Colombia,LAC,NATIONAL,Micro,2020,"1,617",533,"1,083"
COL,CO19641,Institute for the Development of Antioquia,Instituto para el Desarrollo de Antioquia,IDEA,1964,MSME,Colombia,LAC,SUBNATIONAL,Large,2020,640,152,489
ECU,EC19641,National Finance Corporation,Corporación Financiera Nacional,CFN,1964,MSME,Ecuador,LAC,NATIONAL,Small,2020,"3,413",TBR,TBR
ECU,EC20151,Development Bank of Ecuador B.P.,Banco de Desarrollo del Ecuador B.P.,BDE,2015,FLEX,Ecuador,LAC,NATIONAL,Small,2020,"2,413",TBR,TBR
ECU,EC20081,National Corporation for Popular and Solidarity Finance,Corporacion Nacional de Finanzas Populares y Solidarias,CONAFIPS,2008,MSME,Ecuador,LAC,NATIONAL,Small,2020,489,256,232
URY,UY18921,Mortgage Bank of Uruguay,Banco Hipotecario del Uruguay,BHU,1892,HOUS,Uruguay,LAC,NATIONAL,Small,2020,"1,756",838,918
URY,UY20161,National Development Agency,Agencia Nacional de Desarrollo,ANDE,2016,MSME,Uruguay,LAC,NATIONAL,Micro,2020,24,2,22
GTM,GT19291,National Mortgage Credit,Crédito Hipotecario Nacional,BANCOCHN,1929,HOUS,Guatemala,LAC,NATIONAL,Small,2020,732,30,702
DOM,DO19451,Agricultural Bank of the Dominican Republic,Banco Agrícola de la República Dominicana,BAGRICOLA,1945,AGRI,Dominican Republic,LAC,NATIONAL,Small,2020,532,222,311
DOM,DO19621,National Export Bank,Banco Nacional de las Exportaciones,BANDEX,1962,EXIM,Dominican Republic,LAC,NATIONAL,Small,2020,127,66,61
HND,HN20051,Honduran Bank for production and Housing,Banco Hondureño para la producción y la Vivienda,BANHPROVI,2005,FLEX,Honduras,LAC,NATIONAL,Small,2020,558,370,188
HND,HN19501,National Bank for Agricultural Development,Banco Nacional de Desarrollo Agrícola,BANADESA,1950,AGRI,Honduras,LAC,NATIONAL,Small,2020,NI,TBR,TBR
JAM,JM20001,Development Bank of Jamaica,Development Bank of Jamaica,DBJ,2000,FLEX,Jamaica,LAC,NATIONAL,Micro,2020,TBR,NI,NI
JAM,JM19861,National Import – Export Bank of Jamaica,National Import – Export Bank of Jamaica,EXIM Bank Jamaica,1986,EXIM,Jamaica,LAC,NATIONAL,Micro,2020,TBR,0.00687193,55
BLZ,BZ19631,Development Finance Corporation,Development Finance Corporation,DFC,1963,FLEX,Belize,LAC,NATIONAL,Micro,2020,59,13,46
BLZ,BZ20031,Belize Marketing and Development Corporation,Belize Marketing and Development Corporation,MBDC,2003,AGRI,Belize,LAC,NATIONAL,NI,2020,NI,TBR,TBR
GRD,GD19651,Grenada Development Bank,Grenada Development Bank,GDB,1965,FLEX,Grenada,LAC,NATIONAL,Micro,2020,34,10,25
VEN,VE19961,Foreign Trade Bank,Banco de Comercio Exterior,BANCOEX,1996,EXIM,Venezuela,LAC,NATIONAL,Small,2020,22,19,3
VEN,VE20011,Bank of Economic and Social Development of Venezuela,Banco de Desarrollo Económico y Social de Venezuela,BANDES,2001,FLEX,Venezuela,LAC,NATIONAL,Small,2020,NI,TBR,TBR
CRI,CR19941,Foundation for Sustainable Development,Fundecooperación para el Desarrollo Sostenible,Fundecooperación,1994,MSME,Costa Rica,LAC,NATIONAL,Small,2020,NI,TBR,TBR
ATG,AG19711,Antigua and Barbuda Development Bank,Antigua and Barbuda Development Bank,ABDB,1971,FLEX,Antigua and Barbuda,LAC,NATIONAL,NI,2020,NI,TBR,TBR
KNA,KN19811,Development Bank of St. Kitts and Nevis,Development Bank of St. Kitts and Nevis,DBSK-N,1981,FLEX,Saint Kitts and Nevis,LAC,NATIONAL,NI,2020,NI,TBR,TBR
MB,MB19441,The World Bank,The World Bank,World Bank,1944,FLEX,Multi,World,MULTI,Mega,2019,"471,584",TBR,TBR
MB,MB19881,Multilateral Investment Guarantee Agency - World Bank Group,Multilateral Investment Guarantee Agency - World Bank Group,MIGA,1988,FLEX,Multi,World,MULTI,Small,2019,"2,420",TBR,TBR
MB,MB19561,International Finance Corporation-World Bank Group,International Finance Corporation,IFC,1956,INTL,Multi,World,MULTI,Large,2019,"99,257",TBR,TBR
MB,MB19591,Inter-American Development Bank,Inter-American Development Bank,IADB,1959,FLEX,Multi,America,MULTI,Large,2019,"136,358",TBR,TBR
MB,MB19702,Development Bank of Latin America,Banco de Desarrollo de América Latina,CAF,1970,FLEX,Multi,South America,MULTI,Medium,2019,"42,294",TBR,TBR
MB,MB20141,New Development Bank,New Development Bank,NDB BRICS,2014,FLEX,Multi,World,MULTI,Medium,2019,"11,821",TBR,TBR
MB,MB19602,Central American Bank for Economic Integration,Banco Centroamericano de Integración Económica,CABEI,1960,FLEX,Multi,Central America,MULTI,Small,2019,"11,611",TBR,TBR
MB,MB19771,International Fund for Agricultural Development,International Fund for Agricultural Development,IFAD,1977,AGRI,Multi,World,MULTI,Small,2019,"9,047",TBR,TBR
MB,MB19861,IDB Invest,IDB Invest,IDBInvest,1986,INTL,Multi,America,MULTI,Small,2019,"3,900",TBR,TBR
MB,MB19791,Latin American Bank for Foreign Trade,Banco Latinoamericano de Comercio Exterior,BLADEX,1979,EXIM,Multi,South America,MULTI,Small,2019,"7,250",TBR,TBR
MB,MB19741,Financial Fund for the Development of the Plata Basin,Fondo Financiero para el Desarrollo de la Cuenca del Plata,FONPLATA,1974,INTL,Multi,South America,MULTI,Small,2019,"1,308",TBR,TBR
MB,MB19691,Caribbean Development Bank,Caribbean Development Bank,CDB,1969,FLEX,Multi,Caribbean,MULTI,Small,2019,"2,096",TBR,TBR
MB,MB20171,Eastern Caribbean Partial Credit Guarantee Corporation,Eastern Caribbean Partial Credit Guarantee Corporation,ECPCGC,2017,MSME,Multi,Caribbean,MULTI,Micro,2019,0,TBR,TBR
MB,MB20081,Bank of Alba,Banco del Alba,BANALBA,2008,FLEX,Multi,Latin America and the Caribbean,MULTI,NI,2019,NI,TBR,TBR
PRY,PY19611,National Development Bank,Banco Nacional de Fomento,BNF,1961,FLEX,Paraguay,LAC,NATIONAL,Small,2019,"1,743",334,"1,409"
PRY,PY20051,Development Finance Agency,Agencia Financiera de Desarrollo,AFD,2005,FLEX,Paraguay,LAC,NATIONAL,Micro,2019,962,230,732
PRY,PY19691,Livestock Fund,Fondo Ganadero,FG,1969,AGRI,Paraguay,LAC,NATIONAL,Micro,2019,21,TBR,TBR
PRY,PY19511,Agricultural Enabling Credit,Crédito Agrícola de Habilitación,CAH,1951,AGRI,Paraguay,LAC,NATIONAL,Small,2019,NI,TBR,TBR
PER,PE19991,Mivivienda Fund,Fondo Mivivienda,FMV,1999,HOUS,Peru,LAC,NATIONAL,Micro,2019,"2,930",999,"1,930"
PER,PE19711,The Development Bank of Peru,El Banco De Desarrollo Del Perú,COFIDE,1971,FLEX,Peru,LAC,NATIONAL,Small,2019,"3,157",618,"2,538"
PER,PE20011,Agricultural Bank,Banco Agropecuario,AGROBANCO,2001,AGRI,Peru,LAC,NATIONAL,Small,2019,96,51,44
BOL,BO20071,Productive Development Bank,Banco de Desarrollo Productivo,BDP,2007,FLEX,Bolivia,LAC,NATIONAL,Small,2019,806,89,717
BHS,BS19741,Bahamas Development Bank,Bahamas Development Bank,BDB,1974,MSME,Bahamas,LAC,NATIONAL,Micro,2019,36,-12,49
NIC,NI20071,Production Development Bank,Banco de Fomento a la Producción,BFP,2007,FLEX,Nicaragua,LAC,NATIONAL,Small,2019,186,141,45
SUR,SR19631,National Development Bank of Suriname N.V.,Nationale Ontwikkelingsbank van Suriname N.V.,NOB,1963,FLEX,Suriname,LAC,NATIONAL,Micro,2019,NI,TBR,TBR
BRA,BR19521,The Brazilian Development Bank,Banco Nacional de Desenvolvimento Econômico e Social,BNDES,1952,FLEX,Brazil,LAC,NATIONAL,Small,2019,"181,173","26,078","155,096"
BRA,BR19522,Bank of Northeast Brazil,Banco do Nordeste do Brasil,BNB,1952,MSME,Brazil,LAC,NATIONAL,Small,2019,"14,588","1,350","13,237"
BRA,BR19611,Far South Regional Development Bank,Banco Regional de Desenvolvimento do Extremo Sul,BRDE,1961,FLEX,Brazil,LAC,SUBNATIONAL,Small,2019,"4,224",736,"3,488"
BRA,BR19591,Bank of the State of Pará,Banco do Estado do Pará S.A. – Banpará,Banpará,1959,FLEX,Brazil,LAC,SUBNATIONAL,Small,2019,"2,188",340,"1,848"
BRA,BR19621,Development Bank of Minas Gerais S.A.,Banco de Desenvolvimento de Minas Gerais S.A.,BDMG,1962,FLEX,Brazil,LAC,SUBNATIONAL,Small,2019,"1,528",453,"1,075"
BRA,BR20091,Desenvolve SP – Agência de Fomento do Estado de São Paulo S.A,Desenvolve SP – Agência de Fomento do Estado de São Paulo S.A,Desenvolve SP,2009,MSME,Brazil,LAC,SUBNATIONAL,Small,2019,448,279,169
BRA,BR19991,Promotion Agency of Paraná S.A.,Agência de Fomento do Paraná S.A.,Fomento Paraná,1999,FLEX,Brazil,LAC,SUBNATIONAL,Micro,2019,526,446,80
BRA,BR19731,BADESUL Development - Development Agency/RS,BADESUL Desenvolvimento - Agência de Fomento/RS,Badesul,1973,FLEX,Brazil,LAC,SUBNATIONAL,Small,2019,664,182,482
BRA,BR19992,Development Agency of Santa Catarina,Agencia do fomento de Santa Catarina,Badesc,1999,FLEX,Brazil,LAC,SUBNATIONAL,Micro,2019,241,149,92
BRA,BR19691,State Development Bank of Espírito Santo,Banco de Desenvolvimento do Espírito Santo S/A,BANDES,1969,FLEX,Brazil,LAC,SUBNATIONAL,Small,2019,278,55,223
BRA,BR20011,Bahia State Development Agency,Agência de Fomento do Estado da Bahia,Desenbahia,2001,MSME,Brazil,LAC,SUBNATIONAL,Micro,2019,301,TBR,TBR
BRA,BR20021,State Development Agency,Agência Estadual de Fomento ,AgeRio,2002,MSME,Brazil,LAC,SUBNATIONAL,Micro,2019,141,118,23
BRA,BR19993,Amazonas State Development Agency S / A,Agência de Fomento do Estado do Amazonas,AFEAM,1999,MSME,Brazil,LAC,SUBNATIONAL,Micro,2019,68,TBR,TBR
BRA,BR20001,Goia?s Development Agency ,Agência de Fomento do Estado de Goiás - GoiásFomento,Goiás Fomento ,2000,MSME,Brazil,LAC,SUBNATIONAL,Micro,2019,61,47,13
BRA,BR20031,Mato Grosso State Development Agency S / A,Agência de Fomento do Estado de Mato Grosso S/A,Desenvolve MT,2003,MSME,Brazil,LAC,SUBNATIONAL,Micro,2019,10,4,6
BRA,BR20101,Agency for the Promotion and Development of the State of Piauí S.A.,Agência de Fomento e Desenvolvimento do Estado do Piauí S.A.,Piauí Fomento,2010,MSME,Brazil,LAC,SUBNATIONAL,Micro,2019,4,2,1
BRA,BR20041,Develops - Alagoas Development Agency,Desenvolve - Agência de Fomento de Alagoas,Desenvolve,2004,MSME,Brazil,LAC,SUBNATIONAL,Small,2019,13,9,4
BRA,BR19995,Agência de Fomento do Rio Grande do Norte,Agência de Fomento do Rio Grande do Norte,AGN,1999,MSME,Brazil,LAC,SUBNATIONAL,Micro,2019,18,11,7
BRA,BR20111,Pernambuco Entrepreneurship Agency,Agência de Empreendedorismo de Pernambuco S/A,AGE,2011,MSME,Brazil,LAC,SUBNATIONAL,Micro,2019,13,12,2
BRA,BR20051,Agência de Fomento do Estado do Tocantins S/A,Agência de Fomento do Estado do Tocantins S/A,Fomento TO,2005,MSME,Brazil,LAC,SUBNATIONAL,Micro,2019,4,4,0
BRA,BR19971,Amapá Development Agency,Agência de Fomento do Amapá,AFAP,1997,MSME,Brazil,LAC,SUBNATIONAL,Micro,2019,3,3,0
BRA,BR19994,Roraima Development Agency,Desenvolve Roraima,DesenvolveRr,1999,MSME,Brazil,LAC,SUBNATIONAL,Small,2019,2,TBR,TBR
CUW,CW19851,Sustainable Development Corporation of Curaçao,Corporación para el Desarrollo de Curaçao,KORPODEKO,1985,MSME,Curaçao,LAC,SUBNATIONAL,Small,2019,NI,TBR,TBR
TTO,TT19681,Agricultural Development Bank of Trinidad and Tobago,Agricultural Development Bank of Trinidad and Tobago,ADB,1968,AGRI,Trinidad and Tobago,LAC,NATIONAL,NI,2019,NI,TBR,TBR
LCA,LC20081,Saint Lucia Development Bank,Saint Lucia Development Bank,SLDB,2008,MSME,Saint Lucia,LAC,NATIONAL,Micro,2019,41,6,35
SLV,SV19942,Development Bank of El Salvador,Banco de Desarrollo de El Salvador,BANDESAL,1994,FLEX,El Salvador,LAC,NATIONAL,Small,2019,539,253,286
SLV,SV19731,Agricultural Development Bank,Banco de Fomento Agropecuario,BFA,1973,AGRI,El Salvador,LAC,NATIONAL,Small,2019,414,TBR,TBR
SLV,SV20021,National Fund for Popular Housing,Fondo Nacional de Vivienda Popular,FONAVIPO,2002,HOUS,El Salvador,LAC,NATIONAL,Micro,2019,66,TBR,TBR
ARG,AR19911,Investment and Foreign Trade Bank,Banco de Inversión y Comercio Exterior,BICE,1991,FLEX,Argentina,LAC,NATIONAL,Small,2019,"1,664",313,"1,351"
ARG,AR19941,Buenos Aires Guarantee Fund,Fondo de Garantías de Buenos Aires,FOGABA,1994,MSME,Argentina,LAC,SUBNATIONAL,Micro,2019,NI,TBR,TBR
MEX,MX19721,Infonavit Mexico,Instituto del Fondo Nacional de la Vivienda para los Trabajadores,INFONAVIT,1972,HOUS,Mexico,LAC,NATIONAL,Large,2019,"83,761","12,942","70,818"
MEX,MX19331,National Bank of Public Works and Services,Banco Nacional de Obras y Servicios Públicos,BANOBRAS,1933,LOCAL,Mexico,LAC,NATIONAL,Small,2019,"47,402","3,322","44,079"
MEX,MX19341,Nacional Financiera,Nacional Financiera,NAFIN,1934,MSME,Mexico,LAC,NATIONAL,Medium,2019,"29,214","2,095","27,119"
MEX,MX19371,National Foreign Trade Bank,Banco Nacional de Comercio Exterior,BANCOMEXT,1937,EXIM,Mexico,LAC,NATIONAL,Small,2019,"21,982","1,688","20,295"
MEX,MX19541,FIRA Mexico,Fideicomisos Instituidos en Relación con la Agricultura,FIRA,1954,AGRI,Mexico,LAC,NATIONAL,Micro,2019,"9,641","4,905","4,736"
MEX,MX20011,Federal Mortgage Society,Sociedad Hipotecaria Federal,SHF,2001,HOUS,Mexico,LAC,NATIONAL,Micro,2019,"7,600","1,279","6,322"
MEX,MX20022,Bank of Wellbeing,Banco del Bienestar,BANSEFI,2002,MSME,Mexico,LAC,NATIONAL,Small,2019,"2,925",383,"2,541"
MEX,MX20021,"National Financial for Agricultural, Rural, Forestry and Fisheries Development","Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero",FND,2002,AGRI,Mexico,LAC,NATIONAL,Micro,2019,"3,446","1,775","1,671"
MEX,MX19941,Capitalization and Development Fund for the Rural Sector ,Fondo de Capitalización e Inversión del Sector Rural,FOCIR,1994,AGRI,Mexico,LAC,NATIONAL,Micro,2019,227,220,6
COL,CO19901,Fund for the Financing of the Agricultural Sector,Fondo para el Financiamiento del Sector Agropecuario,FINAGRO,1990,AGRI,Colombia,LAC,NATIONAL,Micro,2019,"3,328",324,"3,004"
COL,CO19891,Territorial Development Finance of Columbia,Financiera de Desarrollo Territorial,FINDETER,1989,LOCAL,Colombia,LAC,NATIONAL,Micro,2019,"3,109",373,"2,737"
COL,CO19911,Colombian Bank of Foreign Trade,Banco Colombiano de Commercio Exterior,BANCOLDEX,1991,MSME,Colombia,LAC,NATIONAL,Small,2019,"2,843",534,"2,309"
COL,CO20111,National Development Finance,Financiera del Desarrollo National,FDN,2011,INFRA,Colombia,LAC,NATIONAL,Micro,2019,"1,371",549,822
COL,CO19641,Institute for the Development of Antioquia,Instituto para el Desarrollo de Antioquia,IDEA,1964,MSME,Colombia,LAC,SUBNATIONAL,Large,2019,618,156,462
ECU,EC19641,National Finance Corporation,Corporación Financiera Nacional,CFN,1964,MSME,Ecuador,LAC,NATIONAL,Small,2019,"3,520",TBR,TBR
ECU,EC20151,Development Bank of Ecuador B.P.,Banco de Desarrollo del Ecuador B.P.,BDE,2015,FLEX,Ecuador,LAC,NATIONAL,Small,2019,"2,394",TBR,TBR
ECU,EC20081,National Corporation for Popular and Solidarity Finance,Corporacion Nacional de Finanzas Populares y Solidarias,CONAFIPS,2008,MSME,Ecuador,LAC,NATIONAL,Small,2019,374,255,119
URY,UY18921,Mortgage Bank of Uruguay,Banco Hipotecario del Uruguay,BHU,1892,HOUS,Uruguay,LAC,NATIONAL,Small,2019,"1,828",865,963
URY,UY20161,National Development Agency,Agencia Nacional de Desarrollo,ANDE,2016,MSME,Uruguay,LAC,NATIONAL,Micro,2019,12,6,5
GTM,GT19291,National Mortgage Credit,Crédito Hipotecario Nacional,BANCOCHN,1929,HOUS,Guatemala,LAC,NATIONAL,Small,2019,516,20,496
DOM,DO19451,Agricultural Bank of the Dominican Republic,Banco Agrícola de la República Dominicana,BAGRICOLA,1945,AGRI,Dominican Republic,LAC,NATIONAL,Small,2019,506,221,285
DOM,DO19621,National Export Bank,Banco Nacional de las Exportaciones,BANDEX,1962,EXIM,Dominican Republic,LAC,NATIONAL,Small,2019,154,72,81
HND,HN20051,Honduran Bank for production and Housing,Banco Hondureño para la producción y la Vivienda,BANHPROVI,2005,FLEX,Honduras,LAC,NATIONAL,Small,2019,443,357,85
HND,HN19501,National Bank for Agricultural Development,Banco Nacional de Desarrollo Agrícola,BANADESA,1950,AGRI,Honduras,LAC,NATIONAL,Small,2019,NI,TBR,TBR
JAM,JM20001,Development Bank of Jamaica,Development Bank of Jamaica,DBJ,2000,FLEX,Jamaica,LAC,NATIONAL,Micro,2019,TBR,0.007546568,263
JAM,JM19861,National Import – Export Bank of Jamaica,National Import – Export Bank of Jamaica,EXIM Bank Jamaica,1986,EXIM,Jamaica,LAC,NATIONAL,Micro,2019,TBR,0.007407314,57
BLZ,BZ19631,Development Finance Corporation,Development Finance Corporation,DFC,1963,FLEX,Belize,LAC,NATIONAL,Micro,2019,56,14,42
BLZ,BZ20031,Belize Marketing and Development Corporation,Belize Marketing and Development Corporation,MBDC,2003,AGRI,Belize,LAC,NATIONAL,NI,2019,NI,TBR,TBR
GRD,GD19651,Grenada Development Bank,Grenada Development Bank,GDB,1965,FLEX,Grenada,LAC,NATIONAL,Micro,2019,33,9,24
VEN,VE19961,Foreign Trade Bank,Banco de Comercio Exterior,BANCOEX,1996,EXIM,Venezuela,LAC,NATIONAL,Small,2019,30,2,28
VEN,VE20011,Bank of Economic and Social Development of Venezuela,Banco de Desarrollo Económico y Social de Venezuela,BANDES,2001,FLEX,Venezuela,LAC,NATIONAL,Small,2019,NI,TBR,TBR
CRI,CR19941,Foundation for Sustainable Development,Fundecooperación para el Desarrollo Sostenible,Fundecooperación,1994,MSME,Costa Rica,LAC,NATIONAL,Small,2019,NI,TBR,TBR
ATG,AG19711,Antigua and Barbuda Development Bank,Antigua and Barbuda Development Bank,ABDB,1971,FLEX,Antigua and Barbuda,LAC,NATIONAL,NI,2019,NI,TBR,TBR
KNA,KN19811,Development Bank of St. Kitts and Nevis,Development Bank of St. Kitts and Nevis,DBSK-N,1981,FLEX,Saint Kitts and Nevis,LAC,NATIONAL,NI,2019,NI,TBR,TBR
MB,MB19441,The World Bank,The World Bank,World Bank,1944,FLEX,Multi,World,MULTI,Mega,2018,"448,466",TBR,TBR
MB,MB19881,Multilateral Investment Guarantee Agency - World Bank Group,Multilateral Investment Guarantee Agency - World Bank Group,MIGA,1988,FLEX,Multi,World,MULTI,Small,2018,"2,213",TBR,TBR
MB,MB19561,International Finance Corporation-World Bank Group,International Finance Corporation,IFC,1956,INTL,Multi,World,MULTI,Large,2018,"94,272",TBR,TBR
MB,MB19591,Inter-American Development Bank,Inter-American Development Bank,IADB,1959,FLEX,Multi,America,MULTI,Large,2018,"129,459",TBR,TBR
MB,MB19702,Development Bank of Latin America,Banco de Desarrollo de América Latina,CAF,1970,FLEX,Multi,South America,MULTI,Medium,2018,"40,014",TBR,TBR
MB,MB20141,New Development Bank,New Development Bank,NDB BRICS,2014,FLEX,Multi,World,MULTI,Medium,2018,"10,402",TBR,TBR
MB,MB19602,Central American Bank for Economic Integration,Banco Centroamericano de Integración Económica,CABEI,1960,FLEX,Multi,Central America,MULTI,Small,2018,"10,850",TBR,TBR
MB,MB19771,International Fund for Agricultural Development,International Fund for Agricultural Development,IFAD,1977,AGRI,Multi,World,MULTI,Small,2018,"8,985",TBR,TBR
MB,MB19861,IDB Invest,IDB Invest,IDBInvest,1986,INTL,Multi,America,MULTI,Small,2018,"3,209",TBR,TBR
MB,MB19791,Latin American Bank for Foreign Trade,Banco Latinoamericano de Comercio Exterior,BLADEX,1979,EXIM,Multi,South America,MULTI,Small,2018,"7,609",TBR,TBR
MB,MB19741,Financial Fund for the Development of the Plata Basin,Fondo Financiero para el Desarrollo de la Cuenca del Plata,FONPLATA,1974,INTL,Multi,South America,MULTI,Small,2018,"1,043",TBR,TBR
MB,MB19691,Caribbean Development Bank,Caribbean Development Bank,CDB,1969,FLEX,Multi,Caribbean,MULTI,Small,2018,"1,748",TBR,TBR
MB,MB20171,Eastern Caribbean Partial Credit Guarantee Corporation,Eastern Caribbean Partial Credit Guarantee Corporation,ECPCGC,2017,MSME,Multi,Caribbean,MULTI,Micro,2018,0,TBR,TBR
MB,MB20081,Bank of Alba,Banco del Alba,BANALBA,2008,FLEX,Multi,Latin America and the Caribbean,MULTI,TBR,2018,TBR,TBR,TBR
PRY,PY19611,National Development Bank,Banco Nacional de Fomento,BNF,1961,FLEX,Paraguay,LAC,NATIONAL,Small,2018,"1,750","1,455",295
PRY,PY20051,Development Finance Agency,Agencia Financiera de Desarrollo,AFD,2005,FLEX,Paraguay,LAC,NATIONAL,Micro,2018,922,238,684
PRY,PY19691,Livestock Fund,Fondo Ganadero,FG,1969,AGRI,Paraguay,LAC,NATIONAL,Micro,2018,19,TBR,TBR
PRY,PY19511,Agricultural Enabling Credit,Crédito Agrícola de Habilitación,CAH,1951,AGRI,Paraguay,LAC,NATIONAL,Small,2018,NI,TBR,TBR
PER,PE19991,Mivivienda Fund,Fondo Mivivienda,FMV,1999,HOUS,Peru,LAC,NATIONAL,Micro,2018,"3,037",977,"2,060"
PER,PE19711,The Development Bank of Peru,El Banco De Desarrollo Del Perú,COFIDE,1971,FLEX,Peru,LAC,NATIONAL,Small,2018,"3,289",576,"2,713"
PER,PE20011,Agricultural Bank,Banco Agropecuario,AGROBANCO,2001,AGRI,Peru,LAC,NATIONAL,Small,2018,203,79,124
BOL,BO20071,Productive Development Bank,Banco de Desarrollo Productivo,BDP,2007,FLEX,Bolivia,LAC,NATIONAL,Small,2018,634,85,549
BHS,BS19741,Bahamas Development Bank,Bahamas Development Bank,BDB,1974,MSME,Bahamas,LAC,NATIONAL,Micro,2018,38,-33,71
NIC,NI20071,Production Development Bank,Banco de Fomento a la Producción,BFP,2007,FLEX,Nicaragua,LAC,NATIONAL,Small,2018,183,139,44
SUR,SR19631,National Development Bank of Suriname N.V.,Nationale Ontwikkelingsbank van Suriname N.V.,NOB,1963,FLEX,Suriname,LAC,NATIONAL,Micro,2018,12,TBR,TBR
BRA,BR19521,The Brazilian Development Bank,Banco Nacional de Desenvolvimento Econômico e Social,BNDES,1952,FLEX,Brazil,LAC,NATIONAL,Small,2018,"206,787","20,499","186,288"
BRA,BR19522,Bank of Northeast Brazil,Banco do Nordeste do Brasil,BNB,1952,MSME,Brazil,LAC,NATIONAL,Small,2018,"15,120","1,086","14,034"
BRA,BR19611,Far South Regional Development Bank,Banco Regional de Desenvolvimento do Extremo Sul,BRDE,1961,FLEX,Brazil,LAC,SUBNATIONAL,Small,2018,"4,462",696,"3,766"
BRA,BR19591,Bank of the State of Pará,Banco do Estado do Pará S.A. – Banpará,Banpará,1959,FLEX,Brazil,LAC,SUBNATIONAL,Small,2018,"1,835",314,"1,521"
BRA,BR19621,Development Bank of Minas Gerais S.A.,Banco de Desenvolvimento de Minas Gerais S.A.,BDMG,1962,FLEX,Brazil,LAC,SUBNATIONAL,Small,2018,"1,711",446,"1,266"
BRA,BR20091,Desenvolve SP – Agência de Fomento do Estado de São Paulo S.A,Desenvolve SP – Agência de Fomento do Estado de São Paulo S.A,Desenvolve SP,2009,MSME,Brazil,LAC,SUBNATIONAL,Small,2018,469,273,196
BRA,BR19991,Promotion Agency of Paraná S.A.,Agência de Fomento do Paraná S.A.,Fomento Paraná,1999,FLEX,Brazil,LAC,SUBNATIONAL,Micro,2018,518,424,93
